Time (s), Cell Name, Value
3415.75078, C077, 6.943467
3457.217742, C077, 6.653935
3512.673558, C077, 12.19548
3514.172364, C077, 7.018247
3518.468941, C077, 13.17428
565.028801, C078, 7.795966
3202.520668, C078, 11.69233
3501.882156, C078, 8.608723
8.693077000000001, C079, 27.91815
11.390928, C079, 21.71104
18.88496, C079, 18.17098
61.850745, C079, 14.62875
90.328067, C079, 13.87649
123.002047, C079, 19.7473
132.594408, C079, 20.48332
135.991702, C079, 19.13449
139.888599, C079, 24.89602
143.785496, C079, 18.02518
154.277141, C079, 21.75986
166.167672, C079, 13.3326
214.429238, C079, 16.94028
276.579745, C079, 18.69974
283.174493, C079, 18.00641
316.747757, C079, 12.47292
327.938845, C079, 13.9954
340.229058, C079, 17.63126
379.297945, C079, 16.47644
516.667284, C079, 10.18482
525.360367, C079, 6.970922
529.6569480000001, C079, 8.921351
535.5522570000001, C079, 7.347681
3165.350283, C079, 16.3899
3188.931495, C079, 9.741644
3191.029823, C079, 8.107178
3244.08755, C079, 7.80839
3449.02427, C079, 7.528946
3473.504765, C079, 10.97978
3508.476902, C079, 15.96274
3510.075628, C079, 19.09989
3521.966154, C079, 9.456731
20.683528, C080, 16.78562
77.937934, C080, 14.53681
520.7640239999999, C080, 12.10874
521.96307, C080, 15.72383
3314.931107, C080, 7.06457
3356.89767, C080, 8.321909
3499.883748, C080, 15.17236
3512.473717, C080, 7.490606
4.196657, C081, 24.47256
43.565306, C081, 15.68126
45.064113, C081, 14.57228
51.758781, C081, 16.95358
113.609526, C081, 18.57833
134.592816, C081, 17.25859
145.084461, C081, 17.32019
568.226257, C081, 11.00707
3414.951417, C081, 6.467776
3442.229683, C081, 8.284602
3505.279449, C081, 6.464576
3508.07722, C081, 7.146442
3543.94864, C081, 7.035194
115.208253, C082, 14.29869
135.991702, C082, 18.08891
138.589633, C082, 19.80225
141.387405, C082, 20.06739
149.48096, C082, 17.54576
178.557805, C082, 16.28537
224.621122, C082, 22.70742
228.118337, C082, 16.38624
232.015234, C082, 18.93934
237.510857, C082, 15.93365
244.904969, C082, 22.85945
303.258499, C082, 11.68114
