Time,Fluo,Isos,IO2,IO3
0.5,0.16427569143851425,0.1477466556759544,0,0
0.51,0.16414441544560932,0.14765096926557875,0,0
0.52,0.16405136818179308,0.14756003748483998,0,0
0.53,0.1640053109837761,0.14746290432006387,0,0
0.54,0.1639909320736491,0.14741425005507758,0,0
0.55,0.16397258395223746,0.14737458780828758,0,0
0.56,0.16392442850034017,0.14729246210071664,0,0
0.57,0.1638465868649035,0.1472050026961797,0,0
0.58,0.16374686444396097,0.1471064158520334,0,0
0.59,0.16364869561888196,0.14700251378462087,0,0
0.6,0.1635632037798365,0.14693527185134334,0,0
0.61,0.1634945628158292,0.14688786558646746,0,0
0.62,0.16342600372253124,0.1468387293276331,0,0
0.63,0.16333576978010036,0.1468143918623268,0,0
0.64,0.16323632826975865,0.14678659475190095,0,0
0.65,0.16315191828806785,0.14671964669716547,0,0
0.66,0.1631059969802206,0.1466482005718423,0,0
0.67,0.16308875496212755,0.1465494122587174,0,0
0.68,0.16308570470917955,0.14643378185197012,0,0
0.69,0.16309609537930947,0.1463915416519578,0,0
0.7,0.1631173813692202,0.14641715996056334,0,0
0.71,0.16313927078499663,0.14646244903585556,0,0
0.72,0.16313095547762554,0.14649758768185966,0,0
0.73,0.16308683814764513,0.14645908995465312,0,0
0.74,0.1630122553519634,0.14632266842505023,0,0
0.75,0.16291137001502928,0.14616384885858458,0,0
0.76,0.1628003356176629,0.14602129784215662,0,0
0.77,0.16270388040400094,0.14591388861638824,0,0
0.78,0.16265836820581164,0.1458911892756894,0,0
0.79,0.16266434663274837,0.14589547853296353,0,0
0.8,0.1626967010817765,0.14587526184127844,0,0
0.81,0.16271919211943622,0.1458642898025136,0,0
0.82,0.16270526622913992,0.14584124317697442,0,0
0.83,0.16265659131379057,0.14578143029633622,0,0
0.84,0.16258372852091246,0.14571274193990302,0,0
0.85,0.16252003241341298,0.14564429495377915,0,0
0.86,0.16248730905143371,0.14559064182924747,0,0
0.87,0.16248451095853753,0.14560102144418116,0,0
0.88,0.16249240602805132,0.14562931742459176,0,0
0.89,0.16248889470187242,0.14561869818175247,0,0
0.9,0.16247408234324703,0.14560081559335103,0,0
0.91,0.1624445653939417,0.1455513424835415,0,0
0.92,0.162412642594388,0.14546516638576015,0,0
0.93,0.16239679700702753,0.14540404626383013,0,0
0.94,0.1624141885904838,0.14537315207447463,0,0
0.95,0.16245866618132465,0.1453642261551813,0,0
0.96,0.16248808744090956,0.14538726115130915,0,0
0.97,0.1624745237625855,0.1453953509759477,0,0
0.98,0.16241047762244876,0.14534411717607804,0,0
0.99,0.1623175652766758,0.14527071453422577,0,0
1.0,0.1622229258540525,0.1451663100240947,0,0
1.01,0.16215146507463102,0.14504008075276473,0,0
1.02,0.16212276255210412,0.14497473575899864,0,0
1.03,0.1621228372661936,0.14495591991620513,0,0
1.04,0.16213459952216383,0.1449435364156087,0,0
1.05,0.16213898295513918,0.14493988624008566,0,0
1.06,0.16212498193051134,0.14491292537108325,0,0
1.07,0.16207860312678563,0.14485283795733692,0,0
1.08,0.1619909686153325,0.14480154345897409,0,0
1.09,0.16189674486830177,0.144748798677808,0,0
1.1,0.16183673237438628,0.1446779304465431,0,0
1.11,0.1618318786648731,0.1446455379904021,0,0
1.12,0.16185539048186778,0.14463447722027656,0,0
1.13,0.16187160149043578,0.14460715463213827,0,0
1.14,0.16187358598387172,0.14458328901990092,0,0
1.15,0.1618565604722483,0.14452644812878834,0,0
1.16,0.16181991802890702,0.14442957787629718,0,0
1.17,0.16176350824112135,0.1443477893450552,0,0
1.18,0.16171823701080956,0.14428947424703187,0,0
1.19,0.16171485547607467,0.144252634202303,0,0
1.2,0.1617498889749158,0.14427223300976044,0,0
1.21,0.16180007748866201,0.14432291540361533,0,0
1.22,0.16182869877543074,0.14436038767148254,0,0
1.23,0.16181926614531714,0.14439567668124456,0,0
1.24,0.1617674044359933,0.1443803812855409,0,0
1.25,0.16169966685769796,0.1443055876478698,0,0
1.26,0.16166488465351098,0.1442524118731321,0,0
1.27,0.16169040544602606,0.14423034866403456,0,0
1.28,0.1617718772872403,0.14423394424122765,0,0
1.29,0.16186631748960917,0.14428827111580475,0,0
1.3,0.16194411554374102,0.1443596841650949,0,0
1.31,0.1619868142746363,0.14439311278111738,0,0
1.32,0.1619860159585369,0.14438457376463723,0,0
1.33,0.16195597237097956,0.14431152389709853,0,0
1.34,0.16192393911882164,0.14420283932373493,0,0
1.35,0.16192868940132704,0.14417670134831653,0,0
1.36,0.16197747246858232,0.1442401506724207,0,0
1.37,0.1620650928944466,0.14435192301455224,0,0
1.38,0.16217281198690445,0.14449704579536043,0,0
1.39,0.16226079378597996,0.14459716940875744,0,0
1.4,0.1622912731345285,0.14460853848770588,0,0
1.41,0.16224208643332094,0.14456911044457862,0,0
1.42,0.16214354027503738,0.14449875826534786,0,0
1.43,0.16203684923342865,0.14441147246738337,0,0
1.44,0.1619489099596841,0.14436282471301495,0,0
1.45,0.16189016008653562,0.14433739237752016,0,0
1.46,0.16186627140453025,0.14431560392607842,0,0
1.47,0.16189467023215737,0.1443377546780674,0,0
1.48,0.16196030609697926,0.14435023515871054,0,0
1.49,0.16202787165204702,0.14431735130344667,0,0
1.5,0.16205852258844608,0.14429272180755856,0,0
1.51,0.16204168484964393,0.14428008023982686,0,0
1.52,0.1619949254130837,0.14426729208206318,0,0
1.53,0.16193666639125878,0.14427030146754413,0,0
1.54,0.1618982800950844,0.14426826964461217,0,0
1.55,0.16188925068167664,0.14424666569044306,0,0
1.56,0.1619014799504059,0.14424652279449693,0,0
1.57,0.16192201738820822,0.1442296545198836,0,0
1.58,0.1619497728483013,0.14416650061619485,0,0
1.59,0.16199260455056533,0.14411889651725546,0,0
1.6,0.16203217219148838,0.14407457000509616,0,0
1.61,0.1620500177286042,0.14401495864303857,0,0
1.62,0.16203408277685546,0.14397267956307086,0,0
1.63,0.16199721100444123,0.14393137895106764,0,0
1.64,0.16195381480713872,0.14387557449333058,0,0
1.65,0.16189542335549564,0.14383316492065157,0,0
1.66,0.161824104951006,0.14378638618108633,0,0
1.67,0.16175346886802433,0.14372013836800035,0,0
1.68,0.16171260514789715,0.14368617794529123,0,0
1.69,0.16170842860946572,0.14365798350447478,0,0
1.7,0.16173723225144696,0.14361308755866264,0,0
1.71,0.16179650694839176,0.14361505807517239,0,0
1.72,0.16185962774797805,0.14365597723083623,0,0
1.73,0.16189598991348345,0.14370502414000322,0,0
1.74,0.16187585415339117,0.14375655924206554,0,0
1.75,0.16180726270652018,0.14376633454543794,0,0
1.76,0.16172889162429777,0.14372335330157837,0,0
1.77,0.16168588349958865,0.14369663698363028,0,0
1.78,0.16171175398824494,0.1437047627977192,0,0
1.79,0.16179630761130998,0.14373577387419154,0,0
1.8,0.1619056138031003,0.14381621667058012,0,0
1.81,0.1619835112020531,0.1438841130129841,0,0
1.82,0.1619984567587728,0.1438849463727629,0,0
1.83,0.1619622807300102,0.14384472257624958,0,0
1.84,0.16189493813034814,0.1437485387180346,0,0
1.85,0.16181205082635183,0.14361676555746888,0,0
1.86,0.16171906000495506,0.14352557708783412,0,0
1.87,0.1616464838484809,0.14348962869417334,0,0
1.88,0.16161060535796376,0.14348472078825675,0,0
1.89,0.16158410851472957,0.14351301628586746,0,0
1.9,0.16152521506275905,0.14352586661614483,0,0
1.91,0.16142243545166785,0.14349135764959897,0,0
1.92,0.1613254469262736,0.14345429038644802,0,0
1.93,0.1612740472968903,0.14338309124794682,0,0
1.94,0.16126765077002833,0.14326779624740849,0,0
1.95,0.16127183838411716,0.143180014289528,0,0
1.96,0.16125950473713235,0.1431261115106533,0,0
1.97,0.1612322624211226,0.1430956156215288,0,0
1.98,0.1611893965215206,0.14310033975684666,0,0
1.99,0.16114380038634252,0.14310327839186832,0,0
2.0,0.16110306489275894,0.14307305179986013,0,0
2.01,0.16107718931084788,0.14305617712500815,0,0
2.02,0.16108038036640726,0.14305996530152496,0,0
2.03,0.16111582220792744,0.14309131271371003,0,0
2.04,0.16118214561445351,0.14319598653815097,0,0
2.05,0.1612541398155138,0.14329890468836567,0,0
2.06,0.1613090606311383,0.1433186761204756,0,0
2.07,0.16132447054528543,0.1432677561420995,0,0
2.08,0.16128687829101757,0.14315139462073959,0,0
2.09,0.16120027381617974,0.14300563156974358,0,0
2.1,0.16108108135779248,0.1429113860443051,0,0
2.11,0.16098417858985276,0.1428898965893366,0,0
2.12,0.1609542420048838,0.14292847733022843,0,0
2.13,0.16099720955064648,0.143037197332734,0,0
2.14,0.1610719069157886,0.14313566161891994,0,0
2.15,0.1611288697671793,0.14315273854811106,0,0
2.16,0.16115386741613105,0.14312913697782945,0,0
2.17,0.16114627429705936,0.14307271482672623,0,0
2.18,0.16112657900685184,0.14301562647439495,0,0
2.19,0.16111170807818553,0.14302678698377067,0,0
2.2,0.1611143643819438,0.14308784235989455,0,0
2.21,0.16113439288288417,0.14315375720264845,0,0
2.22,0.16115278539580905,0.14321317186381488,0,0
2.23,0.16116206044597225,0.14321809084848633,0,0
2.24,0.16115317487759986,0.1431467682862636,0,0
2.25,0.16112578298904479,0.14306950196045984,0,0
2.26,0.16107185704621538,0.14299070681023607,0,0
2.27,0.16099579990232693,0.14290191338120592,0,0
2.28,0.16092800792089293,0.14284353274136727,0,0
2.29,0.16088404854548982,0.14277494322593087,0,0
2.3,0.16085803752190378,0.1426789045875105,0,0
2.31,0.16081587909759865,0.14260939172476245,0,0
2.32,0.16073597516238086,0.1425626517238816,0,0
2.33,0.16061641395386164,0.14249779880552357,0,0
2.34,0.16047305705027934,0.14241005218751532,0,0
2.35,0.1603376547698837,0.14227402230950012,0,0
2.36,0.1602216009233409,0.14209925490596342,0,0
2.37,0.1601255095671374,0.14197420820389345,0,0
2.38,0.1600324651496325,0.14189093940049788,0,0
2.39,0.15993981947945551,0.14181882445096372,0,0
2.4,0.15986488682434066,0.14178865167595694,0,0
2.41,0.15982213387931768,0.14176581481881026,0,0
2.42,0.15981880198957873,0.14171847969956908,0,0
2.43,0.1598326839864657,0.14167165661617342,0,0
2.44,0.15984295441678387,0.141631248961798,0,0
2.45,0.15982604226467256,0.14160131815136592,0,0
2.46,0.15976980210106587,0.14161256651218174,0,0
2.47,0.1596927478589213,0.14162342960611776,0,0
2.48,0.15962377210685044,0.14159360284055408,0,0
2.49,0.15959023928447438,0.14157012320711226,0,0
2.5,0.15957692727323888,0.14153410632721838,0,0
2.51,0.1595656966558558,0.14146923793510516,0,0
2.52,0.159560070169691,0.14142439678015048,0,0
2.53,0.15957615604460676,0.14139305417261117,0,0
2.54,0.15962462434406194,0.14137063828390464,0,0
2.55,0.15968025144822764,0.14138540940153196,0,0
2.56,0.1597192670993602,0.1414144595277984,0,0
2.57,0.1597190147860964,0.14141749158934022,0,0
2.58,0.15967310664518708,0.14140430307739352,0,0
2.59,0.1595982994906824,0.14134860528669754,0,0
2.6,0.15952655816200156,0.14126055835391405,0,0
2.61,0.15950361416478814,0.14123770967126464,0,0
2.62,0.15953563966268236,0.1412834508527394,0,0
2.63,0.15960106055969617,0.14136177017863372,0,0
2.64,0.15966325457383052,0.14145893980603866,0,0
2.65,0.1596942556536915,0.14150640343493973,0,0
2.66,0.15968202148583713,0.14147052825760587,0,0
2.67,0.15962049034494702,0.14139715630072555,0,0
2.68,0.1595392170775395,0.14131729713020663,0,0
2.69,0.15947678547801922,0.1412599389788085,0,0
2.7,0.1594631639940742,0.1412838801976514,0,0
2.71,0.15949511373023403,0.14134950102689944,0,0
2.72,0.15954859831318988,0.14140851625113107,0,0
2.73,0.15960908115057473,0.14148351371216017,0,0
2.74,0.15965497109545682,0.14152397712021964,0,0
2.75,0.15967220043720975,0.14149655064147854,0,0
2.76,0.15964696077348786,0.14143932931716477,0,0
2.77,0.15958811246706084,0.1413595960699952,0,0
2.78,0.15952698031910498,0.1412822026011507,0,0
2.79,0.15949779111537649,0.14127540338666697,0,0
2.8,0.1595342345562577,0.1413397780060674,0,0
2.81,0.15962788579370768,0.14143744292365132,0,0
2.82,0.15973340263924718,0.14156281251935734,0,0
2.83,0.1597792157252202,0.1416341916273937,0,0
2.84,0.15973060463388947,0.14160473822064243,0,0
2.85,0.15962431400541657,0.14153963479422496,0,0
2.86,0.1595180097727825,0.14144814663684824,0,0
2.87,0.15945656335764666,0.14133907801728915,0,0
2.88,0.15943772747693227,0.14126651994570935,0,0
2.89,0.15944721662753586,0.1412379290589756,0,0
2.9,0.1594691364520203,0.14124531110812077,0,0
2.91,0.15948320632683646,0.14129714877191343,0,0
2.92,0.1594757801963497,0.14133502434393433,0,0
2.93,0.15943214512612122,0.1413099910682571,0,0
2.94,0.15936566179703063,0.1412628304650057,0,0
2.95,0.15929464834651152,0.14117526771006067,0,0
2.96,0.15924259722074763,0.14104793143081368,0,0
2.97,0.15922667839179935,0.14096186986827292,0,0
2.98,0.15923238434441297,0.140922959502606,0,0
2.99,0.15923558526816273,0.14091277870480018,0,0
3.0,0.1592148615073196,0.14093571805231958,0,0
3.01,0.15918344585044797,0.1409566495791813,0,0
3.02,0.1591595877841993,0.14095574856610754,0,0
3.03,0.15915214124196447,0.14098124735915982,0,0
3.04,0.1591704895081659,0.1410332765847995,0,0
3.05,0.15921052289612472,0.1411012651687076,0,0
3.06,0.15926284772734017,0.14122240985263532,0,0
3.07,0.15929443520586165,0.14133523393062816,0,0
3.08,0.15928497889721266,0.14137904212718078,0,0
3.09,0.15924431960491278,0.14137941292207556,0,0
3.1,0.15920469968146497,0.1413337315315571,0,0
3.11,0.1592043794336164,0.14126544977722869,0,0
3.12,0.15925303243977942,0.1412409820723049,0,0
3.13,0.15935435013138946,0.14127105848666088,0,0
3.14,0.15948038685308857,0.14133817422640949,0,0
3.15,0.15958044591556614,0.1414547724966813,0,0
3.16,0.15962097549822088,0.14156436469904404,0,0
3.17,0.15960714290960193,0.1416148402818445,0,0
3.18,0.1595806370974571,0.141636934252468,0,0
3.19,0.15956074106806248,0.1416089200099586,0,0
3.2,0.1595503244926179,0.14154244872516808,0,0
3.21,0.15954237490258422,0.14152139938528494,0,0
3.22,0.15953551754596385,0.14156002855823946,0,0
3.23,0.15953150311489842,0.1416414155295473,0,0
3.24,0.15951448740103996,0.1417579615033718,0,0
3.25,0.15948948186210346,0.14184602527161666,0,0
3.26,0.1594700478679554,0.14185076000256455,0,0
3.27,0.15946960257433107,0.1418105510147062,0,0
3.28,0.15949212986207567,0.14173426218372373,0,0
3.29,0.15954158320764414,0.14164953000577019,0,0
3.3,0.15962406232993706,0.14164073783097186,0,0
3.31,0.1597107337083704,0.1416836253477055,0,0
3.32,0.15976462558413204,0.1417296864598266,0,0
3.33,0.15975676824677712,0.14177464239253545,0,0
3.34,0.15969553935758282,0.1417748581786911,0,0
3.35,0.15961273320472677,0.14171110175284785,0,0
3.36,0.15952839757053136,0.14163525229565926,0,0
3.37,0.15946236299360622,0.14157154544578643,0,0
3.38,0.15941932243692894,0.14153293488569216,0,0
3.39,0.15940191308800247,0.14156907766727297,0,0
3.4,0.1594006059931994,0.1416286926801501,0,0
3.41,0.159409330743702,0.14164884420759744,0,0
3.42,0.1594269406354704,0.14164863473222727,0,0
3.43,0.1594308457882521,0.14160525061385562,0,0
3.44,0.15941155539087168,0.14152800811137498,0,0
3.45,0.1593842334060938,0.1414840888831707,0,0
3.46,0.15939023459903293,0.14148335250506655,0,0
3.47,0.1594387926649442,0.14151246076514548,0,0
3.48,0.159488515378372,0.14158434123239222,0,0
3.49,0.15950163729075695,0.14164923145039018,0,0
3.5,0.1594658622314564,0.14165118213791153,0,0
3.51,0.15940575186030181,0.141619503308274,0,0
3.52,0.15934164515660074,0.14153690720143106,0,0
3.53,0.1592937085088923,0.1414110232950315,0,0
3.54,0.15928296228820152,0.141323179793242,0,0
3.55,0.15930467927331685,0.14127251903304147,0,0
3.56,0.15933509608984825,0.14124056307224817,0,0
3.57,0.15934258228774079,0.14125048468660947,0,0
3.58,0.15933099898398656,0.1412840747547812,0,0
3.59,0.15930497578522548,0.14130849912807467,0,0
3.6,0.1592535224191472,0.1413280829683311,0,0
3.61,0.1591741077387299,0.14129812278714665,0,0
3.62,0.15908257578261062,0.14119882674640608,0,0
3.63,0.15901959402191096,0.14111572700867192,0,0
3.64,0.15899703553030636,0.14106629895893147,0,0
3.65,0.15900244237910083,0.1410417753217476,0,0
3.66,0.15901920629019814,0.14106092447989818,0,0
3.67,0.15903697764423524,0.14106623652587671,0,0
3.68,0.15904742778443082,0.1410154845800378,0,0
3.69,0.15902729541071398,0.1409423001786798,0,0
3.7,0.15898143659227504,0.14086536464907656,0,0
3.71,0.1589332196653292,0.14080092330956256,0,0
3.72,0.1589138884631372,0.14080751269916467,0,0
3.73,0.15894100711176662,0.1408665713315325,0,0
3.74,0.1590044838785214,0.14093560042458983,0,0
3.75,0.1590835200131389,0.14102628929874986,0,0
3.76,0.15913370258806836,0.1410733891105834,0,0
3.77,0.15912465746121104,0.14103259526761194,0,0
3.78,0.15905389693387317,0.14094916004541597,0,0
3.79,0.1589443543841884,0.1408348698973722,0,0
3.8,0.15882324366303696,0.14070621120565766,0,0
3.81,0.15870489296779602,0.1406185976575827,0,0
3.82,0.15861581029478447,0.14057975446591145,0,0
3.83,0.15856368410351845,0.14057099877674045,0,0
3.84,0.15854202092740777,0.14060409008934857,0,0
3.85,0.15853744082702256,0.140622439966163,0,0
3.86,0.15854749029185905,0.14059858046966042,0,0
3.87,0.15858976750561882,0.14060666966041707,0,0
3.88,0.1586510914728135,0.14064497074993046,0,0
3.89,0.15869577094319887,0.14068806225385452,0,0
3.9,0.15869368658286603,0.14074718737516234,0,0
3.91,0.15866545390559916,0.14078872932220365,0,0
3.92,0.15864969720715344,0.14078784346075499,0,0
3.93,0.1586454319191062,0.14077088971585192,0,0
3.94,0.15863330670230202,0.14073300760668894,0,0
3.95,0.1585947631872849,0.14067622770959315,0,0
3.96,0.15854983381128274,0.14066577635361247,0,0
3.97,0.15853495235589937,0.14068936629159579,0,0
3.98,0.15857916352452536,0.14072907240636454,0,0
3.99,0.15868395637122829,0.14082710975457252,0,0
4.0,0.1588015231174503,0.14093616465434405,0,0
4.01,0.1588837910830402,0.14099749512032933,0,0
4.02,0.158909902535779,0.14101159136812172,0,0
4.03,0.15890876249899366,0.14096944634975475,0,0
4.04,0.15891239748859282,0.14089300650329445,0,0
4.05,0.15892037020534436,0.14085768117626035,0,0
4.06,0.1589303702015871,0.14087721196286382,0,0
4.07,0.15894513098519936,0.1409346680991558,0,0
4.08,0.15898252999045778,0.14104694088798397,0,0
4.09,0.1590263931828051,0.14113676819693297,0,0
4.1,0.1590360372841229,0.14114053398418205,0,0
4.11,0.15899033882748012,0.14110086426132698,0,0
4.12,0.15890388879987488,0.1410316818409526,0,0
4.13,0.15882557932292427,0.14096210256284697,0,0
4.14,0.15879098306053696,0.14095559143952893,0,0
4.15,0.15882195697014573,0.1410107418024803,0,0
4.16,0.15890727938357418,0.14109572146645585,0,0
4.17,0.15900952143495167,0.1412105824066934,0,0
4.18,0.15909701415444305,0.1413057556147729,0,0
4.19,0.15915112387519445,0.14134729360226533,0,0
4.2,0.15918529193099576,0.14138033078155138,0,0
4.21,0.1592109069690567,0.14138043042911808,0,0
4.22,0.15924221003375996,0.1413454207589905,0,0
4.23,0.1592872203142828,0.14134843845940473,0,0
4.24,0.15933567935934556,0.1413881133293273,0,0
4.25,0.15937084423702472,0.1414379178641075,0,0
4.26,0.15937237205484586,0.14149856284191134,0,0
4.27,0.1593556366390322,0.1415441370548652,0,0
4.28,0.15934314946405043,0.14156780756260118,0,0
4.29,0.15934029661227495,0.14161672905640146,0,0
4.3,0.1593344993804172,0.14165813806890293,0,0
4.31,0.15931511024593362,0.14165618858438359,0,0
4.32,0.1593006274993821,0.14166401606055792,0,0
4.33,0.1592990510622918,0.14166334391858426,0,0
4.34,0.15931308123047927,0.14162991034285657,0,0
4.35,0.15933461874587954,0.1415950895320687,0,0
4.36,0.15935060746535368,0.1415435911445444,0,0
4.37,0.1593492385180705,0.14147194392638043,0,0
4.38,0.15931815721501508,0.14142454741442345,0,0
4.39,0.1592789754483452,0.1414080766195961,0,0
4.4,0.15925746489809184,0.1414179302254914,0,0
4.41,0.15926146254977241,0.14148442814011122,0,0
4.42,0.15926343456925637,0.14154882037763142,0,0
4.43,0.15923280602176737,0.14155637481601066,0,0
4.44,0.15918190006640956,0.14155332255648165,0,0
4.45,0.15914235535538687,0.14153492152981478,0,0
4.46,0.15915708868503792,0.1415043538849272,0,0
4.47,0.1592418015612245,0.14151146482383745,0,0
4.48,0.1593722496200083,0.14154409619568226,0,0
4.49,0.15948610969967336,0.1415759021901279,0,0
4.5,0.1595166529456458,0.14161313563027672,0,0
4.51,0.1594601465118704,0.1416219487121585,0,0
4.52,0.15935338183300768,0.14158172415119244,0,0
4.53,0.1592454799907184,0.14154851126117934,0,0
4.54,0.1591581038175112,0.14150196595506154,0,0
4.55,0.15910130442944675,0.14141747011364447,0,0
4.56,0.15909556656228047,0.1413550365160182,0,0
4.57,0.15914048942033537,0.1413179694213052,0,0
4.58,0.15921423459241157,0.1413068868391317,0,0
4.59,0.15927504368761836,0.14135194711738605,0,0
4.6,0.1593043349997844,0.14141480018808236,0,0
4.61,0.15929755896343575,0.14144059172421483,0,0
4.62,0.15924406033806943,0.1414308315703748,0,0
4.63,0.15915180523954697,0.14137787704814408,0,0
4.64,0.15904798727947964,0.1413065379951109,0,0
4.65,0.15897993266498084,0.1413069104629124,0,0
4.66,0.1589688138840058,0.14136162504999017,0,0
4.67,0.1590095351177693,0.1414241529199972,0,0
4.68,0.15907968312209128,0.14150770368685223,0,0
4.69,0.15914033316948925,0.14156796178616624,0,0
4.7,0.1591706750791157,0.1415766042996028,0,0
4.71,0.15916847204200538,0.14156176854080804,0,0
4.72,0.15916411365944128,0.1415214576515281,0,0
4.73,0.15917757685369846,0.14146126047413365,0,0
4.74,0.15919498871511797,0.14143495469372466,0,0
4.75,0.1591942632168351,0.14143290281393864,0,0
4.76,0.15916735526894146,0.14143690694581182,0,0
4.77,0.1591400904750251,0.14149222175763673,0,0
4.78,0.1591282058612583,0.14155875243176852,0,0
4.79,0.15914150584106113,0.1415956643637849,0,0
4.8,0.15918329327805567,0.1416330061917629,0,0
4.81,0.15923955223889721,0.1416556168531831,0,0
4.82,0.1592856251526154,0.14166631350969786,0,0
4.83,0.15928405427055722,0.14170241586806598,0,0
4.84,0.15923620532258193,0.14173345480052932,0,0
4.85,0.15917166693936474,0.14171200573472767,0,0
4.86,0.15912619086673835,0.14166499202932298,0,0
4.87,0.15911567528143028,0.14160285087914345,0,0
4.88,0.15912660683100158,0.14155675096657422,0,0
4.89,0.15914385914199156,0.14159882827317533,0,0
4.9,0.15914396621083077,0.14166980208710506,0,0
4.91,0.159127773222517,0.1416958531858196,0,0
4.92,0.159106041883917,0.14169307237974202,0,0
4.93,0.15907943045822198,0.1416581755490269,0,0
4.94,0.15904144096843745,0.14160006958187257,0,0
4.95,0.1589887507248749,0.14155950160921546,0,0
4.96,0.15895934519182855,0.14153314253075414,0,0
4.97,0.15898596162905942,0.1415155051195557,0,0
4.98,0.159062277533508,0.1415501716423535,0,0
4.99,0.15914174471194936,0.14159827374340606,0,0
5.0,0.1591864156733086,0.14161055471020528,0,0
5.01,0.15920070259418595,0.14161598482862894,0,0
5.02,0.15918563602733712,0.14158615801074861,0,0
5.03,0.1591411663970208,0.14151759075312575,0,0
5.04,0.15906449854715707,0.14147234349492185,0,0
5.05,0.15897529310009934,0.1414583877137989,0,0
5.06,0.15890513936675343,0.14146781262764588,0,0
5.07,0.15886674687829289,0.14151822419617788,0,0
5.08,0.1588654590266404,0.1415750077270235,0,0
5.09,0.15888492562913342,0.14159664365751118,0,0
5.1,0.1589053256456148,0.14160465293153526,0,0
5.11,0.15890690412315964,0.14156237081561585,0,0
5.12,0.15889389892718248,0.1414604311814419,0,0
5.13,0.15889380124579738,0.14138007743730735,0,0
5.14,0.1589146803192655,0.14132499678583094,0,0
5.15,0.15895411989802025,0.14128062036953487,0,0
5.16,0.158993736632796,0.14127270837689213,0,0
5.17,0.1590242374993639,0.14128538897499351,0,0
5.18,0.1590315961831624,0.14129606825700883,0,0
5.19,0.15899341280759255,0.1413198839542313,0,0
5.2,0.15892042155213856,0.14133071400346267,0,0
5.21,0.15885400479264758,0.14131223459374448,0,0
5.22,0.15884504462095855,0.14132066247783515,0,0
5.23,0.1588958865339949,0.14133649502305207,0,0
5.24,0.158972487437467,0.14133762761291996,0,0
5.25,0.15903166554794748,0.14136804595222738,0,0
5.26,0.15903293575239613,0.14140527563452937,0,0
5.27,0.15896842013521148,0.14142092332279957,0,0
5.28,0.15885443776048697,0.1414157198603265,0,0
5.29,0.15874037936219215,0.14135462772195745,0,0
5.3,0.15866337671069886,0.1412326417612985,0,0
5.31,0.15862562047648557,0.14112431217802943,0,0
5.32,0.15861591402582198,0.1410560044158515,0,0
5.33,0.15862009408043304,0.14102044236982827,0,0
5.34,0.15863665276482186,0.14103257557328402,0,0
5.35,0.15864203116606293,0.1410141088629238,1,0
5.36,0.15861285310556095,0.14092492768435078,0,0
5.37,0.1585448370591792,0.14083654146828245,0,0
5.38,0.15845810901780621,0.14077272972979873,0,0
5.39,0.1583935218825855,0.1407425471543634,0,0
5.4,0.1583742602614374,0.1407731634116162,0,0
5.41,0.15841306863983612,0.1408373797429597,0,0
5.42,0.15848443943891702,0.14090303130024057,0,0
5.43,0.15854332394425755,0.14098613675506402,0,0
5.44,0.15856391673075157,0.14103585200658356,0,0
5.45,0.15855160229393112,0.1410133608856964,1,0
5.46,0.15853690465561213,0.14098194119852842,0,0
