Time (s), Channel Name, Value
84.6448, GPIO-1, 49168
84.6452, GPIO-1, 49072
84.6454, GPIO-1, 49120
84.6456, GPIO-1, 49168
84.64579999999999, GPIO-1, 49216
84.646, GPIO-1, 49120
84.64619999999999, GPIO-1, 49024
84.6464, GPIO-1, 49216
84.64660000000001, GPIO-1, 49120
84.6468, GPIO-1, 49184
84.64700000000001, GPIO-1, 49088
84.6472, GPIO-1, 49136
84.6474, GPIO-1, 49040
84.6476, GPIO-1, 49216
84.6478, GPIO-1, 49088
84.648, GPIO-1, 49040
84.6482, GPIO-1, 49088
84.6484, GPIO-1, 49072
84.6486, GPIO-1, 49200
84.649, GPIO-1, 49136
84.64919999999999, GPIO-1, 49040
84.6494, GPIO-1, 49200
84.64960000000001, GPIO-1, 49040
84.6498, GPIO-1, 49216
84.65000000000001, GPIO-1, 49104
84.6502, GPIO-1, 49024
84.6504, GPIO-1, 49216
84.6506, GPIO-1, 49168
84.6508, GPIO-1, 49152
84.651, GPIO-1, 49056
84.6512, GPIO-1, 49168
84.6514, GPIO-1, 49024
84.6516, GPIO-1, 49216
84.65179999999999, GPIO-1, 49104
84.652, GPIO-1, 49008
84.65219999999999, GPIO-1, 49072
84.6524, GPIO-1, 49152
84.65260000000001, GPIO-1, 49168
84.6528, GPIO-1, 49072
84.65300000000001, GPIO-1, 49152
84.6532, GPIO-1, 49040
84.6534, GPIO-1, 49216
84.6536, GPIO-1, 49120
84.6538, GPIO-1, 49024
84.654, GPIO-1, 49088
84.6542, GPIO-1, 49104
84.6544, GPIO-1, 49184
84.6546, GPIO-1, 49088
84.65479999999999, GPIO-1, 49136
84.655, GPIO-1, 49024
84.65519999999999, GPIO-1, 49200
84.6554, GPIO-1, 49136
84.65560000000001, GPIO-1, 49040
84.6558, GPIO-1, 49088
84.65600000000001, GPIO-1, 49056
84.6562, GPIO-1, 49200
84.6564, GPIO-1, 49184
84.6566, GPIO-1, 49056
84.6568, GPIO-1, 49040
84.657, GPIO-1, 49184
84.6572, GPIO-1, 49152
84.6574, GPIO-1, 49216
84.6576, GPIO-1, 49104
84.65779999999999, GPIO-1, 49024
84.658, GPIO-1, 49216
84.65819999999999, GPIO-1, 49168
84.6584, GPIO-1, 49152
84.65860000000001, GPIO-1, 49056
84.6588, GPIO-1, 49168
84.65900000000001, GPIO-1, 49024
84.6592, GPIO-1, 49216
84.65940000000001, GPIO-1, 49120
84.6596, GPIO-1, 49024
84.6598, GPIO-1, 49072
84.66, GPIO-1, 49136
84.6602, GPIO-1, 49184
84.6604, GPIO-1, 49072
84.6606, GPIO-1, 49120
84.66079999999999, GPIO-1, 49024
84.661, GPIO-1, 49216
84.66119999999999, GPIO-1, 49120
84.6614, GPIO-1, 49024
84.66160000000001, GPIO-1, 49072
84.6618, GPIO-1, 49088
84.66200000000001, GPIO-1, 49184
84.6622, GPIO-1, 49200
84.66240000000001, GPIO-1, 49088
84.6626, GPIO-1, 49040
84.6628, GPIO-1, 49200
84.663, GPIO-1, 49056
84.6632, GPIO-1, 49040
84.6634, GPIO-1, 49104
84.6636, GPIO-1, 49040
84.66379999999999, GPIO-1, 49056
84.664, GPIO-1, 49104
84.66419999999999, GPIO-1, 49152
84.6644, GPIO-1, 49056
84.66459999999999, GPIO-1, 49168
84.6648, GPIO-1, 49024
84.66500000000001, GPIO-1, 49056
84.6652, GPIO-1, 49104
84.66540000000001, GPIO-1, 49024
84.6656, GPIO-1, 49216
84.6658, GPIO-1, 49104
84.666, GPIO-1, 49168
84.6662, GPIO-1, 49056
84.6664, GPIO-1, 49152
84.6666, GPIO-1, 49024
84.66679999999999, GPIO-1, 49216
84.667, GPIO-1, 49120
84.66719999999999, GPIO-1, 49184
84.6674, GPIO-1, 49072
84.66759999999999, GPIO-1, 49120
84.6678, GPIO-1, 49184
84.66800000000001, GPIO-1, 49088
84.6682, GPIO-1, 49120
84.66840000000001, GPIO-1, 49024
84.6686, GPIO-1, 49200
84.6688, GPIO-1, 49136
84.669, GPIO-1, 49200
84.6694, GPIO-1, 49072
84.6696, GPIO-1, 49200
84.6698, GPIO-1, 49088
84.67, GPIO-1, 49152
